DATE,CPGRLE01ATQ657N
1995-07-01,1.12784115755374
1995-10-01,-0.930229504905166
1996-01-01,0.870053735121179
1996-04-01,0.302724676465275
1996-07-01,1.28964019178398
1996-10-01,-0.708260628361552
1997-01-01,0.531919751766658
1997-04-01,0.29501375936574
1997-07-01,0.167184608013387
1997-10-01,0.327661790136412
1998-01-01,0.373807218938997
1998-04-01,0.388400625588826
1998-07-01,0.129008079518776
1998-10-01,0.233538983455021
1999-01-01,0.132200407555327
1999-04-01,0.221260404841008
1999-07-01,0.0554096806290237
1999-10-01,0.268228064657958
2000-01-01,0.507274354630747
2000-04-01,0.675743822491203
2000-07-01,0.494222934615645
2000-10-01,0.395427659998656
2001-01-01,0.827458378843546
2001-04-01,0.840363719922539
2001-07-01,0.651062860119134
2001-10-01,0.371939584074497
2002-01-01,0.331894051685269
2002-04-01,0.969907184378729
2002-07-01,0.489837463023617
2002-10-01,0.0886272275504164
2003-01-01,0.265646247746766
2003-04-01,0.457341113389034
2003-07-01,0.452119309262178
2003-10-01,0.0625117209476493
2004-01-01,0.47791591178861
2004-04-01,0.643516647495873
2004-07-01,0.583801816272327
2004-10-01,0.503639099591572
2005-01-01,0.785327228668614
2005-04-01,0.100066711140735
2005-07-01,0
2005-10-01,-0.0333222259246657
2006-01-01,0.23333333333331
2006-04-01,0.831393415364161
2006-07-01,-0.0659630606860167
2006-10-01,0.363036303630355
2007-01-01,0.328839197632362
2007-04-01,0.983284169124877
2007-07-01,-0.0649139889646098
2007-10-01,0.519649236765177
2008-01-01,0.161550888529889
2008-04-01,1.12903225806451
2008-07-01,0.318979266347692
2008-10-01,0.635930047694749
2009-01-01,0.126382306477107
2009-04-01,0.820448090880402
2009-07-01,0.0
2009-10-01,0.40688575899844
2010-01-01,0.0623441396508736
2010-04-01,0.934579439252349
2010-07-01,-0.0308641975308769
2010-10-01,0.586600802716871
2011-01-01,0.308531247757795
2011-04-01,1.58468141300759
2011-07-01,0.162495937601549
2011-10-01,0.389357560025969
2012-01-01,-0.0323206205559077
2012-04-01,1.42256708697057
2012-07-01,0.031877590054185
2012-10-01,1.05162523900573
2013-01-01,-0.0630715862503806
2013-04-01,1.07289365730515
2013-07-01,-0.124882922260377
2013-10-01,0.906533291653631
2014-01-01,-0.0309789343246526
2014-04-01,1.30151843817787
2014-07-01,-0.152951973080454
2014-10-01,0.857843137254898
2015-01-01,-0.153675669862751
2015-04-01,1.17964273677115
2015-07-01,0.0666222518321268
2015-10-01,0.732356857523288
2016-01-01,-0.0991407799074357
2016-04-01,0.694674164736984
2016-07-01,-0.0985545335085524
2016-10-01,0.854981913844146
2017-01-01,0.163025758069779
2017-04-01,1.04166666666666
2017-07-01,0.0966494845360933
2017-10-01,0.804634695848082
2018-01-01,0.0319284802043388
2018-04-01,0.7660389403128
2018-07-01,0.158378207158699
2018-10-01,0.822264389626812
2019-01-01,-0.0941028858218215
2019-04-01,0.753532182103611
